smile_A,mol_fraction_A,smile_B,mol_fraction_B
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.75,CCCCCCCCCCCC[N+](C)(C)C,0.25
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.5,CCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.25,CCCCCCCCCCCC[N+](C)(C)C,0.75
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.0,CCCCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCCCOS(=O)(=O)[O-],0.0,CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],1.0
CCCCCCCCCCCCOS(=O)(=O)[O-],0.25,CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0.75
CCCCCCCCCCCCOS(=O)(=O)[O-],0.5,CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0.5
CCCCCCCCCCCCOS(=O)(=O)[O-],0.75,CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0.25
CCCCCCCCCCCCOS(=O)(=O)[O-],0.85,CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0.15
CCCCCCCCCCCCOS(=O)(=O)[O-],0.95,CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0.05
CCCCCCCCCCCCOS(=O)(=O)[O-],1.0,CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0.0
CCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],1.0,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.0
CCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.75,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.25
CCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.5,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.5
CCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.25,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.75
CCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.0,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1.0
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],1.0,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.0
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.75,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.25
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.5,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.5
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.25,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.75
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.0,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1.0
CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],1.0,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.0
CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.75,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.25
CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.5,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.5
CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.25,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.75
CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.0,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1.0
CCCCCCCCCCCCCC[N+](C)(C)C,0.0,CCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCCCCC[N+](C)(C)C,0.1,CCCCCCCCCC[N+](C)(C)C,0.9
CCCCCCCCCCCCCC[N+](C)(C)C,0.3,CCCCCCCCCC[N+](C)(C)C,0.7
CCCCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCCCC[N+](C)(C)C,0.7,CCCCCCCCCC[N+](C)(C)C,0.3
CCCCCCCCCCCCCC[N+](C)(C)C,0.9,CCCCCCCCCC[N+](C)(C)C,0.1
CCCCCCCCCCCCCC[N+](C)(C)C,1.0,CCCCCCCCCC[N+](C)(C)C,0.0
CCCCCCCCCCCCCC[N+](C)(C)C,0.0,CCCCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCCCCC[N+](C)(C)C,0.1,CCCCCCCCCCCC[N+](C)(C)C,0.9
CCCCCCCCCCCCCC[N+](C)(C)C,0.3,CCCCCCCCCCCC[N+](C)(C)C,0.7
CCCCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCCCC[N+](C)(C)C,0.7,CCCCCCCCCCCC[N+](C)(C)C,0.3
CCCCCCCCCCCCCC[N+](C)(C)C,0.9,CCCCCCCCCCCC[N+](C)(C)C,0.1
CCCCCCCCCCCCCC[N+](C)(C)C,1.0,CCCCCCCCCCCC[N+](C)(C)C,0.0
CCCCCCCCCCCCCC[N+](C)(C)C,0.0,CCCCCCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCCCCC[N+](C)(C)C,0.1,CCCCCCCCCCCCCC[N+](C)(C)C,0.9
CCCCCCCCCCCCCC[N+](C)(C)C,0.3,CCCCCCCCCCCCCC[N+](C)(C)C,0.7
CCCCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCCCC[N+](C)(C)C,0.7,CCCCCCCCCCCCCC[N+](C)(C)C,0.3
CCCCCCCCCCCCCC[N+](C)(C)C,0.9,CCCCCCCCCCCCCC[N+](C)(C)C,0.1
CCCCCCCCCCCCCC[N+](C)(C)C,1.0,CCCCCCCCCCCCCC[N+](C)(C)C,0.0
CCCCCCCCCCCCCC[N+](C)(C)C,0.0,CCCCCCCCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCCCCC[N+](C)(C)C,0.1,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.9
CCCCCCCCCCCCCC[N+](C)(C)C,0.3,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.7
CCCCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCCCC[N+](C)(C)C,0.7,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.3
CCCCCCCCCCCCCC[N+](C)(C)C,0.9,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.1
CCCCCCCCCCCCCC[N+](C)(C)C,1.0,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.0
CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.0,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.0
CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.17,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.83
CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.33,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.67
CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.67,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.33
CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.83,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.17
CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,1.0,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.0,CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,1.0
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.17,CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.83
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.33,CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.67
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.67,CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.33
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.83,CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.17
CCCCCCCCCCCCCCCC[n+]1ccccc1,1.0,CCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOCCOCCOCCOCCO)C1OCC(OCCOCCOCCOCCOCCOCCOCCO)C1OCCOCCOCCOCCOCCOCCOCCOCCO,0.0
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.0,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.0
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.17,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.83
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.33,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.67
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.67,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.33
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.83,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.17
CCCCCCCCCCCCCCCC[n+]1ccccc1,1.0,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0
CCCCCCCCCCCCOS(=O)(=O)[O-],1.0,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.0
CCCCCCCCCCCCOS(=O)(=O)[O-],0.979910045,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.020089955
CCCCCCCCCCCCOS(=O)(=O)[O-],0.951124438,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.048875562
CCCCCCCCCCCCOS(=O)(=O)[O-],0.900749625,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.099250375
CCCCCCCCCCCCOS(=O)(=O)[O-],0.802698651,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.197301349
CCCCCCCCCCCCOS(=O)(=O)[O-],0.666866567,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.333133433
CCCCCCCCCCCCOS(=O)(=O)[O-],0.6011994,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.3988006
CCCCCCCCCCCCOS(=O)(=O)[O-],0.499550225,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.500449775
CCCCCCCCCCCCOS(=O)(=O)[O-],0.3988006,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.6011994
CCCCCCCCCCCCOS(=O)(=O)[O-],0.301649175,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.698350825
CCCCCCCCCCCCOS(=O)(=O)[O-],0.20089955,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.79910045
CCCCCCCCCCCCOS(=O)(=O)[O-],0.101049475,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.898950525
CCCCCCCCCCCCOS(=O)(=O)[O-],0.049775112,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,0.950224888
CCCCCCCCCCCCOS(=O)(=O)[O-],0.0,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCCCOS(=O)(=O)[O-],1.0,CCCCCCCCCCCC[N+](C)(C)C,0.0
CCCCCCCCCCCCOS(=O)(=O)[O-],0.979910045,CCCCCCCCCCCC[N+](C)(C)C,0.020089955
CCCCCCCCCCCCOS(=O)(=O)[O-],0.952023988,CCCCCCCCCCCC[N+](C)(C)C,0.047976012
CCCCCCCCCCCCOS(=O)(=O)[O-],0.902548726,CCCCCCCCCCCC[N+](C)(C)C,0.097451274
CCCCCCCCCCCCOS(=O)(=O)[O-],0.8017991,CCCCCCCCCCCC[N+](C)(C)C,0.1982009
CCCCCCCCCCCCOS(=O)(=O)[O-],0.701049475,CCCCCCCCCCCC[N+](C)(C)C,0.298950525
CCCCCCCCCCCCOS(=O)(=O)[O-],0.60029985,CCCCCCCCCCCC[N+](C)(C)C,0.39970015
CCCCCCCCCCCCOS(=O)(=O)[O-],0.500449775,CCCCCCCCCCCC[N+](C)(C)C,0.499550225
CCCCCCCCCCCCOS(=O)(=O)[O-],0.40149925,CCCCCCCCCCCC[N+](C)(C)C,0.59850075
CCCCCCCCCCCCOS(=O)(=O)[O-],0.301649175,CCCCCCCCCCCC[N+](C)(C)C,0.698350825
CCCCCCCCCCCCOS(=O)(=O)[O-],0.2,CCCCCCCCCCCC[N+](C)(C)C,0.8
CCCCCCCCCCCCOS(=O)(=O)[O-],0.099250375,CCCCCCCCCCCC[N+](C)(C)C,0.900749625
CCCCCCCCCCCCOS(=O)(=O)[O-],0.048875562,CCCCCCCCCCCC[N+](C)(C)C,0.951124438
CCCCCCCCCCCCOS(=O)(=O)[O-],0.0,CCCCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCCCOS(=O)(=O)[O-],1.0,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.0
CCCCCCCCCCCCOS(=O)(=O)[O-],0.949325337,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.050674663
CCCCCCCCCCCCOS(=O)(=O)[O-],0.901649175,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.098350825
CCCCCCCCCCCCOS(=O)(=O)[O-],0.80089955,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.19910045
CCCCCCCCCCCCOS(=O)(=O)[O-],0.668665667,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.331334333
CCCCCCCCCCCCOS(=O)(=O)[O-],0.6011994,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.3988006
CCCCCCCCCCCCOS(=O)(=O)[O-],0.501349325,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.498650675
CCCCCCCCCCCCOS(=O)(=O)[O-],0.4005997,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.5994003
CCCCCCCCCCCCOS(=O)(=O)[O-],0.299850075,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.700149925
CCCCCCCCCCCCOS(=O)(=O)[O-],0.19910045,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.80089955
CCCCCCCCCCCCOS(=O)(=O)[O-],0.099250375,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.900749625
CCCCCCCCCCCCOS(=O)(=O)[O-],0.050674663,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,0.949325337
CCCCCCCCCCCCOS(=O)(=O)[O-],0.0,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC,1.0
CCCCCCCCCCCCOS(=O)(=O)[O-],1.0,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.0
CCCCCCCCCCCCOS(=O)(=O)[O-],0.980809595,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.019190405
CCCCCCCCCCCCOS(=O)(=O)[O-],0.900749625,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.099250375
CCCCCCCCCCCCOS(=O)(=O)[O-],0.80089955,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.19910045
CCCCCCCCCCCCOS(=O)(=O)[O-],0.700149925,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.299850075
CCCCCCCCCCCCOS(=O)(=O)[O-],0.500449775,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.499550225
CCCCCCCCCCCCOS(=O)(=O)[O-],0.299850075,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.700149925
CCCCCCCCCCCCOS(=O)(=O)[O-],0.100149925,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.899850075
CCCCCCCCCCCCOS(=O)(=O)[O-],0.048875562,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.951124438
CCCCCCCCCCCCOS(=O)(=O)[O-],0.0,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,1.0
CCCCCCCCCCC(Oc1ccc(OC(CCCCCCCCCC)C(=O)[O-])cc1)C(=O)[O-],0.0,CCCCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCC(Oc1ccc(OC(CCCCCCCCCC)C(=O)[O-])cc1)C(=O)[O-],0.1,CCCCCCCCCCCC[N+](C)(C)C,0.9
CCCCCCCCCCC(Oc1ccc(OC(CCCCCCCCCC)C(=O)[O-])cc1)C(=O)[O-],0.2,CCCCCCCCCCCC[N+](C)(C)C,0.8
CCCCCCCCCCC(Oc1ccc(OC(CCCCCCCCCC)C(=O)[O-])cc1)C(=O)[O-],0.33,CCCCCCCCCCCC[N+](C)(C)C,0.67
CCCCCCCCCCC(Oc1ccc(OC(CCCCCCCCCC)C(=O)[O-])cc1)C(=O)[O-],0.5,CCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCC(Oc1ccc(OC(CCCCCCCCCC)C(=O)[O-])cc1)C(=O)[O-],0.7,CCCCCCCCCCCC[N+](C)(C)C,0.3
CCCCCCCCCCC(Oc1ccc(OC(CCCCCCCCCC)C(=O)[O-])cc1)C(=O)[O-],0.9,CCCCCCCCCCCC[N+](C)(C)C,0.1
CCCCCCCCCCC(Oc1ccc(OC(CCCCCCCCCC)C(=O)[O-])cc1)C(=O)[O-],1.0,CCCCCCCCCCCC[N+](C)(C)C,0.0
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,CCCCCCCCCCCC[N+](C)(C)C,0.0
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.901748252,CCCCCCCCCCCC[N+](C)(C)C,0.098251748
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.8,CCCCCCCCCCCC[N+](C)(C)C,0.2
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.699300699,CCCCCCCCCCCC[N+](C)(C)C,0.300699301
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.600699301,CCCCCCCCCCCC[N+](C)(C)C,0.399300699
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.498951049,CCCCCCCCCCCC[N+](C)(C)C,0.501048951
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.399300699,CCCCCCCCCCCC[N+](C)(C)C,0.600699301
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.298601399,CCCCCCCCCCCC[N+](C)(C)C,0.701398601
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.198951049,CCCCCCCCCCCC[N+](C)(C)C,0.801048951
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.098251748,CCCCCCCCCCCC[N+](C)(C)C,0.901748252
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,CCCCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCOS(=O)(=O)[O-],0.0,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,1.0
CCCCCCCCCCOS(=O)(=O)[O-],0.05,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.95
